,,amplifications,neutral,deletions,average
NSF,ENSG00000073969.18,1.0,106.0,3.0,0.009041527272727272
NSFL1C,ENSG00000088833.17,3.0,105.0,2.0,0.038953327272727274
NSG1,ENSG00000168824.14,1.0,100.0,9.0,-0.02771202727272729
NSL1,ENSG00000117697.14,5.0,103.0,2.0,0.0227712090909091
NSMAF,ENSG00000035681.7,4.0,95.0,11.0,-0.003992418181818183
NSMCE1,ENSG00000169189.16,8.0,102.0,0.0,0.07646864545454546
NSMCE2,ENSG00000156831.7,4.0,100.0,6.0,0.015991954545454542
NSMCE3,ENSG00000185115.5,0.0,106.0,4.0,-0.011694036363636365
NSMCE4A,ENSG00000107672.14,0.0,97.0,13.0,-0.043750027272727275
NSMF,ENSG00000165802.21,0.0,92.0,18.0,-0.07014426363636364
NSRP1,ENSG00000126653.17,0.0,108.0,2.0,0.002710563636363636
NSUN2,ENSG00000037474.14,10.0,98.0,2.0,0.07929597272727273
NSUN3,ENSG00000178694.9,0.0,79.0,31.0,-0.09530739999999999
NSUN4,ENSG00000117481.10,0.0,106.0,4.0,-0.013741590909090917
NSUN5,ENSG00000130305.16,17.0,91.0,2.0,0.11138960909090913
NSUN6,ENSG00000241058.3,0.0,103.0,7.0,-0.022621454545454556
NSUN7,ENSG00000179299.16,0.0,103.0,7.0,-0.022785445454545455
NT5C,ENSG00000125458.6,2.0,106.0,2.0,0.013037472727272728
NT5C1A,ENSG00000116981.3,0.0,104.0,6.0,-0.020244727272727275
NT5C1B,ENSG00000185013.16,3.0,105.0,2.0,0.03156038181818181
NT5C2,ENSG00000076685.18,0.0,98.0,12.0,-0.04036096363636362
NT5C3A,ENSG00000122643.18,15.0,93.0,2.0,0.10547963636363634
NT5C3B,ENSG00000141698.16,0.0,108.0,2.0,0.002626345454545453
NT5DC1,ENSG00000178425.13,0.0,91.0,19.0,-0.08161632727272732
NT5DC2,ENSG00000168268.10,0.0,21.0,89.0,-0.3323758545454546
NT5DC3,ENSG00000111696.11,6.0,103.0,1.0,0.0555596181818182
NT5DC4,ENSG00000144130.11,4.0,104.0,2.0,0.03255498181818183
NT5E,ENSG00000135318.11,0.0,93.0,17.0,-0.07372984545454546
NT5M,ENSG00000205309.13,0.0,105.0,5.0,-0.019788445454545448
NTAN1,ENSG00000157045.8,9.0,101.0,0.0,0.0789297454545454
NTF3,ENSG00000185652.11,6.0,104.0,0.0,0.05593095454545455
NTF4,ENSG00000225950.8,0.0,110.0,0.0,0.020234400000000003
NTHL1,ENSG00000065057.7,8.0,102.0,0.0,0.07706532727272727
NTM,ENSG00000182667.14,0.0,106.0,4.0,-0.003040327272727273
NTMT1,ENSG00000148335.14,0.0,93.0,17.0,-0.06528195454545455
NTN1,ENSG00000065320.8,0.0,105.0,5.0,-0.02019069999999999
NTN3,ENSG00000162068.1,8.0,102.0,0.0,0.07706532727272727
NTN4,ENSG00000074527.11,6.0,104.0,0.0,0.06062978181818181
NTN5,ENSG00000142233.11,0.0,110.0,0.0,0.020234400000000003
NTNG1,ENSG00000162631.18,0.0,105.0,5.0,-0.011900100000000002
NTNG2,ENSG00000196358.10,0.0,92.0,18.0,-0.06865676363636364
NTPCR,ENSG00000135778.11,5.0,102.0,3.0,0.019325754545454547
NTRK1,ENSG00000198400.11,3.0,104.0,3.0,0.0147331
NTRK2,ENSG00000148053.15,0.0,92.0,18.0,-0.06713712727272726
NTRK3,ENSG00000140538.16,0.0,105.0,5.0,-0.011585436363636367
NTS,ENSG00000133636.10,6.0,104.0,0.0,0.06047543636363635
NTSR1,ENSG00000101188.4,3.0,107.0,0.0,0.059591590909090886
NTSR2,ENSG00000169006.6,3.0,105.0,2.0,0.03212330909090908
NUAK1,ENSG00000074590.13,6.0,104.0,0.0,0.05993836363636363
NUAK2,ENSG00000163545.8,5.0,103.0,2.0,0.02555420909090911
NUB1,ENSG00000013374.15,15.0,92.0,3.0,0.0932480545454545
NUBP1,ENSG00000103274.10,8.0,102.0,0.0,0.07819947272727272
NUBP2,ENSG00000095906.16,8.0,102.0,0.0,0.07801717272727271
NUBPL,ENSG00000151413.16,0.0,78.0,32.0,-0.11253573636363626
NUCB1,ENSG00000104805.15,0.0,110.0,0.0,0.020234400000000003
NUCB2,ENSG00000070081.15,0.0,108.0,2.0,0.008944554545454545
NUCKS1,ENSG00000069275.12,5.0,103.0,2.0,0.02555420909090911
NUDC,ENSG00000090273.13,0.0,101.0,9.0,-0.033471081818181814
NUDCD1,ENSG00000120526.10,4.0,97.0,9.0,0.007251572727272735
NUDCD2,ENSG00000170584.10,39.0,71.0,0.0,0.20537714545454538
NUDCD3,ENSG00000015676.17,15.0,93.0,2.0,0.10698680909090913
NUDT1,ENSG00000106268.15,15.0,93.0,2.0,0.10637838181818182
NUDT10,ENSG00000122824.10,1.0,102.0,7.0,-0.0023461
NUDT11,ENSG00000196368.4,1.0,102.0,7.0,-0.0023461
NUDT12,ENSG00000112874.9,21.0,88.0,1.0,0.12438001818181821
NUDT13,ENSG00000166321.13,0.0,99.0,11.0,-0.03528541818181817
NUDT14,ENSG00000183828.14,0.0,73.0,37.0,-0.1319129363636363
NUDT15,ENSG00000136159.3,0.0,98.0,12.0,-0.028303899999999996
NUDT16,ENSG00000198585.11,2.0,93.0,15.0,-0.014488181818181822
NUDT16L1,ENSG00000168101.14,8.0,102.0,0.0,0.07808803636363634
NUDT17,ENSG00000186364.11,3.0,104.0,3.0,0.01398018181818182
NUDT18,ENSG00000275074.1,0.0,86.0,24.0,-0.09123416363636362
NUDT19,ENSG00000213965.3,0.0,110.0,0.0,0.02056940909090909
NUDT2,ENSG00000164978.17,0.0,94.0,16.0,-0.05756109999999998
NUDT21,ENSG00000167005.13,9.0,100.0,1.0,0.07004646363636363
NUDT22,ENSG00000149761.8,0.0,109.0,1.0,0.006323863636363638
NUDT3,ENSG00000272325.1,0.0,99.0,11.0,-0.050828099999999994
NUDT4,ENSG00000173598.13,6.0,104.0,0.0,0.06062978181818181
NUDT4P1,ENSG00000177144.7,3.0,104.0,3.0,0.012925545454545455
NUDT5,ENSG00000165609.12,0.0,103.0,7.0,-0.02257607272727273
NUDT6,ENSG00000170917.13,0.0,101.0,9.0,-0.0313174818181818
NUDT7,ENSG00000140876.11,9.0,98.0,3.0,0.06313610000000001
NUDT8,ENSG00000167799.9,0.0,109.0,1.0,0.006458254545454547
NUDT9,ENSG00000170502.12,0.0,102.0,8.0,-0.024946645454545446
NUF2,ENSG00000143228.12,3.0,103.0,4.0,0.011026381818181809
NUFIP1,ENSG00000083635.7,0.0,98.0,12.0,-0.03093378181818183
NUFIP2,ENSG00000108256.8,0.0,108.0,2.0,0.0014967909090909093
NUGGC,ENSG00000189233.11,0.0,85.0,25.0,-0.09376359090909091
NUMA1,ENSG00000137497.17,0.0,109.0,1.0,0.00623777272727273
NUMB,ENSG00000133961.19,1.0,70.0,39.0,-0.13459853636363633
NUMBL,ENSG00000105245.9,0.0,110.0,0.0,0.02036908181818182
NUP107,ENSG00000111581.9,7.0,103.0,0.0,0.08505868181818178
NUP133,ENSG00000069248.11,5.0,102.0,3.0,0.019325754545454547
NUP153,ENSG00000124789.11,0.0,99.0,11.0,-0.052227836363636364
NUP155,ENSG00000113569.15,9.0,99.0,2.0,0.0793062909090909
NUP160,ENSG00000030066.13,0.0,107.0,3.0,0.0042296727272727284
NUP188,ENSG00000095319.14,0.0,92.0,18.0,-0.06812657272727272
NUP205,ENSG00000155561.14,16.0,92.0,2.0,0.09987700909090912
NUP210,ENSG00000132182.11,0.0,23.0,87.0,-0.3202608363636364
NUP210L,ENSG00000143552.9,3.0,104.0,3.0,0.014429636363636361
NUP214,ENSG00000126883.16,0.0,92.0,18.0,-0.0698781
NUP35,ENSG00000163002.12,7.0,101.0,2.0,0.0469159909090909
NUP37,ENSG00000075188.8,6.0,104.0,0.0,0.06093909090909091
NUP43,ENSG00000120253.13,0.0,89.0,21.0,-0.09520368181818185
NUP50,ENSG00000093000.18,2.0,105.0,3.0,0.007332663636363637
NUP54,ENSG00000138750.14,0.0,102.0,8.0,-0.024775809090909085
NUP58,ENSG00000139496.15,0.0,99.0,11.0,-0.02869882727272728
NUP62,ENSG00000213024.11,0.0,110.0,0.0,0.020234400000000003
NUP62CL,ENSG00000198088.10,2.0,101.0,7.0,0.00043142727272727356
NUP85,ENSG00000125450.10,2.0,106.0,2.0,0.013037472727272728
NUP88,ENSG00000108559.11,0.0,105.0,5.0,-0.019942763636363627
NUP93,ENSG00000102900.12,9.0,100.0,1.0,0.07004646363636363
NUP98,ENSG00000110713.15,0.0,109.0,1.0,0.00966472727272727
NUPL2,ENSG00000136243.16,14.0,94.0,2.0,0.10221591818181816
NUPR1,ENSG00000176046.8,8.0,102.0,0.0,0.07705121818181819
NUPR2,ENSG00000185290.3,14.0,94.0,2.0,0.10152330909090915
NUS1,ENSG00000153989.7,0.0,91.0,19.0,-0.08161632727272732
NUSAP1,ENSG00000137804.12,0.0,105.0,5.0,-0.011678118181818182
NUTF2,ENSG00000102898.11,9.0,99.0,2.0,0.06644604545454547
NUTM1,ENSG00000184507.15,0.0,105.0,5.0,-0.01205692727272727
NUTM2A,ENSG00000184923.12,0.0,99.0,11.0,-0.03607626363636363
NUTM2B,ENSG00000188199.10,0.0,99.0,11.0,-0.03617798181818181
NUTM2D,ENSG00000214562.14,0.0,101.0,9.0,-0.03301817272727273
NUTM2E,ENSG00000228570.7,0.0,99.0,11.0,-0.03699903636363635
NUTM2F,ENSG00000130950.13,0.0,92.0,18.0,-0.06734511818181818
NUTM2G,ENSG00000188152.12,0.0,92.0,18.0,-0.06728517272727273
NVL,ENSG00000143748.17,5.0,102.0,3.0,0.01963420909090909
NWD1,ENSG00000188039.13,0.0,108.0,2.0,0.009202790909090909
NWD2,ENSG00000174145.7,0.0,103.0,7.0,-0.022785445454545455
NXF1,ENSG00000162231.13,0.0,109.0,1.0,0.008053454545454546
NXF2,ENSG00000269405.6,2.0,101.0,7.0,-0.00020999090909090557
NXF2B,ENSG00000269437.6,2.0,101.0,7.0,-0.00020999090909090557
NXF3,ENSG00000147206.16,2.0,101.0,7.0,0.00011526363636363942
NXF5,ENSG00000126952.16,2.0,101.0,7.0,-0.00020999090909090557
NXN,ENSG00000167693.16,0.0,105.0,5.0,-0.02020842727272727
NXNL1,ENSG00000171773.2,0.0,109.0,1.0,0.01438049090909091
NXNL2,ENSG00000130045.15,0.0,92.0,18.0,-0.067383
NXPE1,ENSG00000095110.7,0.0,105.0,5.0,-0.00546772727272727
NXPE2,ENSG00000204361.8,0.0,105.0,5.0,-0.00546772727272727
NXPE3,ENSG00000144815.15,0.0,82.0,28.0,-0.08232689999999998
NXPE4,ENSG00000137634.9,0.0,105.0,5.0,-0.00546772727272727
NXPH1,ENSG00000122584.12,15.0,93.0,2.0,0.10829079999999999
NXPH2,ENSG00000144227.4,4.0,104.0,2.0,0.03319432727272729
NXPH3,ENSG00000182575.7,1.0,107.0,2.0,0.005695036363636361
NXPH4,ENSG00000182379.9,6.0,104.0,0.0,0.060803800000000005
NXT1,ENSG00000132661.3,3.0,107.0,0.0,0.04711981818181819
NXT2,ENSG00000101888.11,2.0,101.0,7.0,0.0004867000000000016
NYAP1,ENSG00000166924.8,15.0,93.0,2.0,0.10660907272727274
NYAP2,ENSG00000144460.12,4.0,97.0,9.0,-0.005409236363636362
NYNRIN,ENSG00000205978.5,0.0,81.0,29.0,-0.10476251818181807
NYX,ENSG00000188937.5,2.0,101.0,7.0,9.763636363636199e-05
OAF,ENSG00000184232.8,0.0,106.0,4.0,-0.003058518181818182
OARD1,ENSG00000124596.16,0.0,98.0,12.0,-0.05268438181818181
OAS1,ENSG00000089127.12,6.0,104.0,0.0,0.05982106363636362
OAS2,ENSG00000111335.12,6.0,104.0,0.0,0.05982106363636362
OAS3,ENSG00000111331.12,6.0,104.0,0.0,0.05982106363636362
OASL,ENSG00000135114.12,6.0,104.0,0.0,0.059711318181818164
OAT,ENSG00000065154.11,0.0,97.0,13.0,-0.04622724545454546
OAZ1,ENSG00000104904.12,0.0,108.0,2.0,0.008344936363636367
OAZ2,ENSG00000180304.14,0.0,105.0,5.0,-0.011508336363636363
OAZ3,ENSG00000143450.16,3.0,104.0,3.0,0.014250772727272727
OBP2A,ENSG00000122136.13,0.0,92.0,18.0,-0.06902352727272727
OBP2B,ENSG00000171102.14,0.0,92.0,18.0,-0.06894649090909091
OBSCN,ENSG00000154358.20,5.0,102.0,3.0,0.01962049090909091
OBSL1,ENSG00000124006.14,3.0,99.0,8.0,-0.001132063636363637
OC90,ENSG00000253117.4,4.0,100.0,6.0,0.019545618181818183
OCA2,ENSG00000104044.15,0.0,106.0,4.0,-0.011575199999999999
OCEL1,ENSG00000099330.8,0.0,108.0,2.0,0.009193900000000001
OCIAD1,ENSG00000109180.14,0.0,103.0,7.0,-0.023316327272727273
OCIAD2,ENSG00000145247.11,0.0,103.0,7.0,-0.023316327272727273
OCLM,ENSG00000262180.1,4.0,104.0,2.0,0.022131581818181832
OCLN,ENSG00000197822.10,11.0,97.0,2.0,0.08067883636363635
OCM,ENSG00000122543.10,15.0,93.0,2.0,0.10748314545454547
OCM2,ENSG00000135175.5,14.0,94.0,2.0,0.10061129090909095
OCRL,ENSG00000122126.15,2.0,101.0,7.0,0.0008195454545454556
OCSTAMP,ENSG00000149635.2,3.0,107.0,0.0,0.059228381818181804
ODAM,ENSG00000109205.16,1.0,101.0,8.0,-0.022664045454545447
ODC1,ENSG00000115758.12,3.0,105.0,2.0,0.032012045454545446
ODF1,ENSG00000155087.3,4.0,99.0,7.0,0.017532463636363637
ODF2,ENSG00000136811.16,0.0,92.0,18.0,-0.06812657272727272
ODF2L,ENSG00000122417.15,0.0,104.0,6.0,-0.015384681818181827
ODF3,ENSG00000177947.13,0.0,109.0,1.0,0.019908118181818174
ODF3B,ENSG00000177989.13,2.0,105.0,3.0,0.007413363636363636
ODF3L1,ENSG00000182950.2,0.0,105.0,5.0,-0.01173399090909091
ODF3L2,ENSG00000181781.9,0.0,108.0,2.0,0.010205790909090911
ODF4,ENSG00000184650.10,0.0,105.0,5.0,-0.02019069999999999
OFCC1,ENSG00000181355.20,0.0,99.0,11.0,-0.051338154545454553
OFD1,ENSG00000046651.14,2.0,101.0,7.0,0.001130327272727271
OGDH,ENSG00000105953.14,15.0,93.0,2.0,0.10608078181818185
OGDHL,ENSG00000197444.9,0.0,100.0,10.0,-0.030351599999999992
OGFOD1,ENSG00000087263.16,9.0,100.0,1.0,0.07004646363636363
OGFOD2,ENSG00000111325.16,6.0,104.0,0.0,0.059711318181818164
OGFOD3,ENSG00000181396.12,2.0,106.0,2.0,0.009886681818181815
OGFR,ENSG00000060491.16,3.0,107.0,0.0,0.059591590909090886
OGFRL1,ENSG00000119900.7,0.0,96.0,14.0,-0.06317052727272728
OGG1,ENSG00000114026.21,0.0,23.0,87.0,-0.3203782181818183
OGN,ENSG00000106809.10,0.0,92.0,18.0,-0.06734511818181818
OGT,ENSG00000147162.13,3.0,100.0,7.0,-0.0010060545454545421
OIP5,ENSG00000104147.8,0.0,105.0,5.0,-0.011678118181818182
OIT3,ENSG00000138315.12,0.0,99.0,11.0,-0.03528541818181817
OLA1,ENSG00000138430.15,8.0,100.0,2.0,0.05168459999999996
OLAH,ENSG00000152463.14,0.0,103.0,7.0,-0.02257607272727273
OLFM1,ENSG00000130558.19,0.0,92.0,18.0,-0.06894649090909091
OLFM2,ENSG00000105088.8,0.0,108.0,2.0,0.00934529090909091
OLFM3,ENSG00000118733.16,0.0,104.0,6.0,-0.01517212727272728
OLFM4,ENSG00000102837.6,0.0,98.0,12.0,-0.02868046363636364
OLFML1,ENSG00000183801.7,0.0,108.0,2.0,0.008323718181818183
OLFML2A,ENSG00000185585.19,0.0,93.0,17.0,-0.06485389090909091
OLFML2B,ENSG00000162745.10,3.0,104.0,3.0,0.014670045454545446
OLFML3,ENSG00000116774.11,0.0,104.0,6.0,-0.014690063636363642
OLIG1,ENSG00000184221.12,3.0,105.0,2.0,0.014016590909090907
OLIG2,ENSG00000205927.4,3.0,105.0,2.0,0.014016590909090907
OLIG3,ENSG00000177468.6,0.0,90.0,20.0,-0.08856731818181825
OLR1,ENSG00000173391.8,6.0,104.0,0.0,0.05905741818181819
OMA1,ENSG00000162600.11,0.0,106.0,4.0,-0.013752218181818189
OMD,ENSG00000127083.7,0.0,92.0,18.0,-0.06734511818181818
OMG,ENSG00000126861.4,0.0,108.0,2.0,0.0027263363636363613
OMP,ENSG00000254550.1,0.0,109.0,1.0,0.00522180909090909
ONECUT1,ENSG00000169856.8,0.0,105.0,5.0,-0.011495472727272728
ONECUT2,ENSG00000119547.5,0.0,96.0,14.0,-0.046531045454545436
ONECUT3,ENSG00000205922.4,0.0,108.0,2.0,0.008334972727272731
OOEP,ENSG00000203907.9,0.0,95.0,15.0,-0.06764385454545455
OOSP2,ENSG00000149507.6,0.0,109.0,1.0,0.006991945454545457
OPA1,ENSG00000198836.8,5.0,94.0,11.0,0.007150263636363633
OPA3,ENSG00000125741.4,0.0,110.0,0.0,0.02015255454545455
OPALIN,ENSG00000197430.10,0.0,99.0,11.0,-0.036385227272727264
OPCML,ENSG00000183715.13,0.0,106.0,4.0,-0.003040327272727273
OPHN1,ENSG00000079482.12,3.0,100.0,7.0,-0.00196450909090909
OPLAH,ENSG00000178814.16,4.0,101.0,5.0,0.0252263
OPN1LW,ENSG00000102076.9,2.0,101.0,7.0,0.0022674090909090895
OPN1MW,ENSG00000268221.5,2.0,101.0,7.0,-6.207272727272721e-05
OPN1MW2,ENSG00000166160.9,2.0,101.0,7.0,0.0014637999999999995
OPN1MW3,ENSG00000269433.3,2.0,101.0,7.0,0.0014740454545454538
OPN1SW,ENSG00000128617.2,15.0,93.0,2.0,0.09691624545454548
OPN3,ENSG00000054277.13,5.0,102.0,3.0,0.01954619090909091
OPN4,ENSG00000122375.11,0.0,99.0,11.0,-0.036199918181818176
OPN5,ENSG00000124818.15,0.0,98.0,12.0,-0.05268955454545454
OPRD1,ENSG00000116329.10,0.0,102.0,8.0,-0.028950536363636353
OPRK1,ENSG00000082556.10,4.0,93.0,13.0,-0.01216
OPRL1,ENSG00000125510.15,3.0,107.0,0.0,0.059330490909090886
OPRM1,ENSG00000112038.17,0.0,88.0,22.0,-0.09686969090909094
OPRPN,ENSG00000171199.10,1.0,101.0,8.0,-0.022664045454545447
OPTC,ENSG00000188770.9,5.0,103.0,2.0,0.025558900000000023
OPTN,ENSG00000123240.16,0.0,103.0,7.0,-0.02257607272727273
OR10A2,ENSG00000170790.4,0.0,108.0,2.0,0.008323718181818183
OR10A3,ENSG00000170683.5,0.0,108.0,2.0,0.008323718181818183
OR10A4,ENSG00000170782.3,0.0,108.0,2.0,0.008323718181818183
OR10A5,ENSG00000166363.5,0.0,108.0,2.0,0.008323718181818183
OR10A7,ENSG00000179919.3,6.0,104.0,0.0,0.060803800000000005
OR10AD1,ENSG00000172640.3,6.0,104.0,0.0,0.06081434545454545
OR10AG1,ENSG00000174970.3,0.0,109.0,1.0,0.007229463636363637
OR10C1,ENSG00000206474.8,0.0,99.0,11.0,-0.051361936363636375
OR10D3,ENSG00000197309.2,0.0,106.0,4.0,-0.0029644909090909095
OR10G2,ENSG00000255582.1,0.0,81.0,29.0,-0.10266125454545448
OR10G3,ENSG00000169208.1,0.0,81.0,29.0,-0.10266125454545448
OR10G4,ENSG00000254737.1,0.0,106.0,4.0,-0.0029644909090909095
OR10G6,ENSG00000198674.3,0.0,106.0,4.0,-0.0029644909090909095
OR10G7,ENSG00000182634.7,0.0,106.0,4.0,-0.0029644909090909095
OR10G8,ENSG00000234560.3,0.0,106.0,4.0,-0.0029644909090909095
OR10G9,ENSG00000236981.1,0.0,106.0,4.0,-0.0029644909090909095
OR10H1,ENSG00000186723.3,0.0,108.0,2.0,0.009202790909090909
OR10H2,ENSG00000171942.4,0.0,108.0,2.0,0.009202790909090909
OR10H3,ENSG00000171936.1,0.0,108.0,2.0,0.009202790909090909
OR10H4,ENSG00000176231.1,0.0,108.0,2.0,0.009202790909090909
OR10H5,ENSG00000172519.8,0.0,108.0,2.0,0.009202790909090909
OR10J1,ENSG00000196184.8,3.0,104.0,3.0,0.014502163636363632
OR10J3,ENSG00000196266.4,3.0,104.0,3.0,0.014502163636363632
OR10J5,ENSG00000184155.8,3.0,104.0,3.0,0.014502163636363632
OR10K1,ENSG00000173285.3,3.0,103.0,4.0,0.010991318181818182
OR10K2,ENSG00000180708.4,3.0,103.0,4.0,0.010991318181818182
OR10P1,ENSG00000175398.2,6.0,104.0,0.0,0.060803800000000005
OR10Q1,ENSG00000180475.4,0.0,109.0,1.0,0.007229463636363637
OR10R2,ENSG00000198965.3,3.0,103.0,4.0,0.010991318181818182
OR10S1,ENSG00000196248.4,0.0,106.0,4.0,-0.0029644909090909095
OR10T2,ENSG00000186306.1,3.0,103.0,4.0,0.010991318181818182
OR10V1,ENSG00000172289.2,0.0,109.0,1.0,0.006991945454545457
OR10W1,ENSG00000172772.3,0.0,109.0,1.0,0.007229463636363637
OR10Z1,ENSG00000198967.3,3.0,103.0,4.0,0.010991318181818182
OR11A1,ENSG00000204694.10,0.0,99.0,11.0,-0.051361936363636375
OR11G2,ENSG00000196832.3,0.0,82.0,28.0,-0.10171180909090903
OR11H1,ENSG00000130538.4,0.0,101.0,9.0,-0.04712080000000001
OR11H12,ENSG00000257115.1,0.0,87.0,23.0,-0.08597558181818177
OR11H2,ENSG00000258453.2,0.0,84.0,26.0,-0.10334123636363629
OR11H4,ENSG00000176198.2,0.0,82.0,28.0,-0.10146869999999995
OR11H6,ENSG00000176219.2,0.0,82.0,28.0,-0.10146869999999995
OR11L1,ENSG00000197591.3,5.0,102.0,3.0,0.01871326363636364
OR12D3,ENSG00000112462.8,0.0,99.0,11.0,-0.051361936363636375
OR13A1,ENSG00000256574.6,0.0,102.0,8.0,-0.026412054545454554
OR13C2,ENSG00000276119.1,0.0,92.0,18.0,-0.06707235454545456
OR13C3,ENSG00000204246.2,0.0,92.0,18.0,-0.06707235454545456
OR13C4,ENSG00000148136.5,0.0,92.0,18.0,-0.06707235454545456
OR13C5,ENSG00000277556.1,0.0,92.0,18.0,-0.06707235454545456
OR13C8,ENSG00000186943.1,0.0,92.0,18.0,-0.06707235454545456
OR13C9,ENSG00000136839.1,0.0,92.0,18.0,-0.06707235454545456
OR13D1,ENSG00000179055.6,0.0,92.0,18.0,-0.06707235454545456
OR13F1,ENSG00000186881.3,0.0,92.0,18.0,-0.06707235454545456
OR13G1,ENSG00000197437.3,5.0,102.0,3.0,0.01871326363636364
OR13H1,ENSG00000171054.7,2.0,101.0,7.0,0.000872509090909093
OR13J1,ENSG00000168828.5,0.0,94.0,16.0,-0.05757647272727271
OR14A16,ENSG00000196772.3,5.0,102.0,3.0,0.01871326363636364
OR14A2,ENSG00000241128.1,5.0,102.0,3.0,0.01871326363636364
OR14C36,ENSG00000177174.1,5.0,102.0,3.0,0.01882262727272727
OR14I1,ENSG00000189181.4,5.0,102.0,3.0,0.019333009090909098
OR14J1,ENSG00000204695.3,0.0,99.0,11.0,-0.051361936363636375
OR14K1,ENSG00000153230.4,5.0,102.0,3.0,0.01871326363636364
OR1A1,ENSG00000172146.1,0.0,105.0,5.0,-0.01990676363636363
OR1A2,ENSG00000172150.4,0.0,105.0,5.0,-0.01990676363636363
OR1C1,ENSG00000221888.3,5.0,102.0,3.0,0.01871326363636364
OR1D2,ENSG00000184166.1,0.0,105.0,5.0,-0.01990676363636363
OR1D5,ENSG00000262628.1,0.0,105.0,5.0,-0.01993642727272726
OR1E1,ENSG00000180016.2,0.0,105.0,5.0,-0.01990676363636363
OR1E2,ENSG00000127780.3,0.0,105.0,5.0,-0.01990676363636363
OR1F1,ENSG00000168124.2,8.0,102.0,0.0,0.07808803636363634
OR1G1,ENSG00000183024.3,0.0,105.0,5.0,-0.01990676363636363
OR1I1,ENSG00000094661.2,0.0,109.0,1.0,0.014310999999999999
OR1J1,ENSG00000136834.3,0.0,92.0,18.0,-0.06739863636363637
OR1J2,ENSG00000197233.7,0.0,92.0,18.0,-0.06739863636363637
OR1J4,ENSG00000239590.1,0.0,92.0,18.0,-0.06739863636363637
OR1K1,ENSG00000165204.3,0.0,92.0,18.0,-0.06739863636363637
OR1L1,ENSG00000173679.2,0.0,92.0,18.0,-0.06739863636363637
OR1L3,ENSG00000171481.3,0.0,92.0,18.0,-0.06739863636363637
OR1L4,ENSG00000136939.1,0.0,92.0,18.0,-0.06739863636363637
OR1L6,ENSG00000171459.3,0.0,92.0,18.0,-0.06739863636363637
OR1L8,ENSG00000171496.3,0.0,92.0,18.0,-0.06739863636363637
OR1M1,ENSG00000170929.5,0.0,108.0,2.0,0.009450745454545455
OR1N1,ENSG00000171505.5,0.0,92.0,18.0,-0.06739863636363637
OR1N2,ENSG00000171501.8,0.0,92.0,18.0,-0.06739863636363637
OR1Q1,ENSG00000165202.3,0.0,92.0,18.0,-0.06739863636363637
OR1S2,ENSG00000197887.3,0.0,109.0,1.0,0.007229463636363637
OR2A1,ENSG00000221970.1,16.0,91.0,3.0,0.09432986363636359
OR2A12,ENSG00000221858.2,16.0,92.0,2.0,0.09670309999999996
OR2A14,ENSG00000221938.4,17.0,91.0,2.0,0.09766253636363632
OR2A2,ENSG00000221989.2,16.0,92.0,2.0,0.09670309999999996
OR2A25,ENSG00000221933.2,16.0,92.0,2.0,0.09670309999999996
OR2A4,ENSG00000180658.3,0.0,90.0,20.0,-0.08524378181818189
OR2A42,ENSG00000212807.1,16.0,91.0,3.0,0.09432986363636359
OR2A5,ENSG00000221836.2,16.0,92.0,2.0,0.09670309999999996
OR2A7,ENSG00000243896.3,16.0,91.0,3.0,0.09432986363636359
OR2AE1,ENSG00000244623.1,15.0,93.0,2.0,0.10660907272727274
OR2AG1,ENSG00000279486.4,0.0,108.0,2.0,0.008323718181818183
OR2AG2,ENSG00000188124.2,0.0,108.0,2.0,0.008323718181818183
OR2AJ1,ENSG00000177275.3,5.0,102.0,3.0,0.018682781818181816
OR2AK2,ENSG00000187080.8,5.0,102.0,3.0,0.018682781818181816
OR2AP1,ENSG00000179615.1,6.0,104.0,0.0,0.060803800000000005
OR2AT4,ENSG00000171561.3,0.0,109.0,1.0,0.006230145454545457
OR2B11,ENSG00000177535.7,5.0,102.0,3.0,0.01871326363636364
OR2B2,ENSG00000168131.4,0.0,99.0,11.0,-0.05137950909090909
OR2B3,ENSG00000204703.5,0.0,99.0,11.0,-0.051361936363636375
OR2B6,ENSG00000124657.1,0.0,99.0,11.0,-0.05137950909090909
OR2C1,ENSG00000168158.3,8.0,102.0,0.0,0.07808803636363634
OR2C3,ENSG00000196242.7,5.0,102.0,3.0,0.01871326363636364
OR2D2,ENSG00000166368.2,0.0,108.0,2.0,0.008323718181818183
OR2D3,ENSG00000178358.4,0.0,108.0,2.0,0.008323718181818183
OR2F2,ENSG00000221910.2,16.0,92.0,2.0,0.09670309999999996
OR2G2,ENSG00000177489.1,5.0,102.0,3.0,0.01871326363636364
OR2G3,ENSG00000177476.3,5.0,102.0,3.0,0.01871326363636364
OR2G6,ENSG00000188558.5,5.0,102.0,3.0,0.019091190909090915
OR2H1,ENSG00000204688.9,0.0,99.0,11.0,-0.051361936363636375
OR2H2,ENSG00000204657.3,0.0,99.0,11.0,-0.051361936363636375
OR2J2,ENSG00000204700.4,0.0,99.0,11.0,-0.051361936363636375
OR2J3,ENSG00000204701.1,0.0,99.0,11.0,-0.051361936363636375
OR2K2,ENSG00000171133.2,0.0,92.0,18.0,-0.06468482727272727
OR2L13,ENSG00000196071.4,5.0,102.0,3.0,0.018682781818181816
OR2L2,ENSG00000203663.3,5.0,102.0,3.0,0.018682781818181816
