	Name	Database_ID	chromosome	start_bp	end_bp	p_arm_max	arm
395	ADRA2B	ENSG00000274286.1	2	96112876	96116571	93900000	q
396	ADRA2C	ENSG00000184160.7	4	3766348	3768526	50000000	p
397	ADRB1	ENSG00000043591.5	10	114043866	114046904	39800000	q
398	ADRB2	ENSG00000169252.5	5	148826611	148828623	48800000	q
399	ADRB3	ENSG00000188778.4	8	37962990	37966599	45200000	p
400	ADRBK1	ENSG00000173020.9	11	67266473	67286556	53400000	q
401	ADRBK2	ENSG00000100077.13	22	25564675	25729294	15000000	q
402	ADRM1	ENSG00000130706.11	20	62302093	62308862	28100000	q
403	ADSL	ENSG00000239900.10	22	40346461	40390463	15000000	q
404	ADSS	ENSG00000035687.9	1	244408494	244451909	123400000	q
405	ADSSL1	ENSG00000185100.9	14	104724229	104747325	17200000	q
406	ADTRP	ENSG00000111863.11	6	11712054	11807046	59800000	p
407	AEBP1	ENSG00000106624.7	7	44104345	44114562	60100000	p
408	AEBP2	ENSG00000139154.13	12	19404045	19720801	35500000	p
409	AEN	ENSG00000181026.14	15	88621337	88632281	19000000	q
410	AES	ENSG00000104964.13	19	3052910	3063107	26200000	p
411	AF131216.1	ENSG00000280273.1	8	11283481	11285068	45200000	p
412	AFAP1	ENSG00000196526.9	4	7758714	7939926	50000000	p
413	AFAP1L1	ENSG00000157510.12	5	149271859	149343637	48800000	q
414	AFAP1L2	ENSG00000169129.13	10	114294824	114404756	39800000	q
415	AFF1	ENSG00000172493.19	4	86935002	87141039	50000000	q
416	AFF3	ENSG00000144218.17	2	99545419	100192428	93900000	q
417	AFF4	ENSG00000072364.11	5	132875395	132963634	48800000	q
418	AFG3L2	ENSG00000141385.8	18	12328944	12377227	18500000	p
419	AFM	ENSG00000079557.4	4	73481745	73504001	50000000	q
420	AFMID	ENSG00000183077.14	17	78187317	78207701	25100000	q
421	AFP	ENSG00000081051.6	4	73431138	73456174	50000000	q
422	AFTPH	ENSG00000119844.13	2	64524305	64593005	93900000	p
423	AGA	ENSG00000038002.7	4	177430774	177442437	50000000	q
424	AGAP1	ENSG00000157985.16	2	235494043	236131800	93900000	q
425	AGAP10	ENSG00000204172.10	10	47501854	47523638	39800000	q
426	AGAP2	ENSG00000135439.10	12	57723761	57742157	35500000	q
427	AGAP3	ENSG00000133612.17	7	151085831	151144436	60100000	q
428	AGAP4	ENSG00000188234.12	10	45825613	45853875	39800000	q
429	AGAP5	ENSG00000172650.11	10	73674287	73698109	39800000	q
430	AGAP6	ENSG00000204149.8	10	49982190	50011654	39800000	q
431	AGBL2	ENSG00000165923.14	11	47659591	47715389	53400000	p
432	AGBL3	ENSG00000146856.13	7	134986508	135147963	60100000	q
433	AGBL4	ENSG00000186094.15	1	48532854	50023954	123400000	p
434	AGBL5	ENSG00000084693.14	2	27042364	27070622	93900000	p
435	AGER	ENSG00000204305.12	6	32180968	32184322	59800000	p
436	AGFG1	ENSG00000173744.16	2	227472152	227561217	93900000	q
437	AGFG2	ENSG00000106351.11	7	100539203	100568220	60100000	q
438	AGGF1	ENSG00000164252.11	5	77029251	77065234	48800000	q
439	AGK	ENSG00000006530.14	7	141551278	141655244	60100000	q
440	AGL	ENSG00000162688.14	1	99850361	99924023	123400000	p
441	AGMAT	ENSG00000116771.5	1	15571699	15585051	123400000	p
442	AGMO	ENSG00000187546.12	7	15200317	15562015	60100000	p
443	AGO1	ENSG00000092847.9	1	35869808	35930532	123400000	p
444	AGO2	ENSG00000123908.10	8	140520156	140635633	45200000	q
445	AGO3	ENSG00000126070.17	1	35930718	36072500	123400000	p
446	AGO4	ENSG00000134698.10	1	35808016	35857890	123400000	p
447	AGPAT1	ENSG00000204310.9	6	32168212	32178096	59800000	p
448	AGPAT2	ENSG00000169692.11	9	136673143	136687457	43000000	q
449	AGPAT3	ENSG00000160216.17	21	43865223	43987592	12000000	q
450	AGPAT4	ENSG00000026652.12	6	161129967	161274061	59800000	q
451	AGPAT5	ENSG00000155189.10	8	6708642	6761503	45200000	p
452	AGPAT6	ENSG00000158669.10	8	41577187	41625001	45200000	p
453	AGPAT9	ENSG00000138678.9	4	83535914	83605875	50000000	q
454	AGPS	ENSG00000018510.11	2	177392746	177567024	93900000	q
455	AGR2	ENSG00000106541.10	7	16791811	16833433	60100000	p
456	AGR3	ENSG00000173467.7	7	16859412	16881987	60100000	p
457	AGRN	ENSG00000188157.12	1	1020120	1056118	123400000	p
458	AGRP	ENSG00000159723.4	16	67482571	67483547	36800000	q
459	AGT	ENSG00000135744.7	1	230690776	230745576	123400000	q
460	AGTPBP1	ENSG00000135049.14	9	85546539	85742029	43000000	q
461	AGTR1	ENSG00000144891.16	3	148697784	148743008	90900000	q
462	AGTRAP	ENSG00000177674.14	1	11736084	11754802	123400000	p
463	AGXT	ENSG00000172482.4	2	240868824	240880502	93900000	q
464	AGXT2	ENSG00000113492.12	5	34998101	35048135	48800000	p
465	AHCTF1	ENSG00000153207.13	1	246839098	246931948	123400000	q
466	AHCY	ENSG00000101444.11	20	34280268	34311802	28100000	q
467	AHCYL1	ENSG00000168710.16	1	109984765	110023742	123400000	p
468	AHCYL2	ENSG00000158467.15	7	129225023	129430211	60100000	q
469	AHDC1	ENSG00000126705.12	1	27534035	27604431	123400000	p
470	AHI1	ENSG00000135541.19	6	135283407	135498434	59800000	q
471	AHNAK	ENSG00000124942.12	11	62433542	62556235	53400000	q
472	AHNAK2	ENSG00000185567.6	14	104937244	104978374	17200000	q
473	AHR	ENSG00000106546.11	7	16916359	17346152	60100000	p
474	AHRR	ENSG00000063438.15	5	321714	438291	48800000	p
475	AHSA1	ENSG00000100591.6	14	77457870	77469472	17200000	q
476	AHSA2	ENSG00000173209.21	2	61177418	61191203	93900000	p
477	AHSG	ENSG00000145192.11	3	186613060	186621318	90900000	q
478	AHSP	ENSG00000169877.8	16	31527900	31528803	36800000	p
479	AICDA	ENSG00000111732.9	12	8602170	8612867	35500000	p
480	AIDA	ENSG00000186063.11	1	222668013	222713210	123400000	q
481	AIF1	ENSG00000204472.11	6	31615217	31617021	59800000	p
482	AIF1L	ENSG00000126878.11	9	131096476	131123152	43000000	q
483	AIFM2	ENSG00000042286.13	10	70098223	70132934	39800000	q
484	AIFM3	ENSG00000183773.14	22	20965108	20981360	15000000	q
485	AIG1	ENSG00000146416.15	6	143060496	143341058	59800000	q
486	AIM1	ENSG00000112297.13	6	106360717	106572017	59800000	q
487	AIM1L	ENSG00000176092.12	1	26321698	26360080	123400000	p
488	AIM2	ENSG00000163568.12	1	159062484	159147096	123400000	q
489	AIMP1	ENSG00000164022.15	4	106315544	106349456	50000000	q
490	AIMP2	ENSG00000106305.8	7	6009255	6023834	60100000	p
491	AIP	ENSG00000110711.8	11	67468174	67491154	53400000	q
492	AIPL1	ENSG00000129221.13	17	6393693	6435199	25100000	p
493	AIRE	ENSG00000160224.15	21	44285838	44298648	12000000	q
494	AJ239318.1	ENSG00000280108.1	21	13305152	13314944	12000000	q
495	AJAP1	ENSG00000196581.9	1	4654609	4792534	123400000	p
496	AJUBA	ENSG00000129474.14	14	22971177	22982551	17200000	q
497	AK1	ENSG00000106992.16	9	127866486	127877675	43000000	q
498	AK2	ENSG00000004455.15	1	33007940	33080996	123400000	p
499	AK3	ENSG00000147853.15	9	4709556	4742043	43000000	p
500	AK4	ENSG00000162433.13	1	65147549	65232145	123400000	p
501	AK5	ENSG00000154027.17	1	77282019	77559966	123400000	p
502	AK7	ENSG00000140057.7	14	96392128	96489427	17200000	q
503	AK8	ENSG00000165695.8	9	132725578	132878777	43000000	q
504	AK9	ENSG00000155085.14	6	109492855	109691217	59800000	q
505	AKAP1	ENSG00000121057.11	17	57085092	57121346	25100000	q
506	AKAP10	ENSG00000108599.13	17	19904302	19978343	25100000	p
507	AKAP11	ENSG00000023516.8	13	42272152	42323261	17700000	q
508	AKAP12	ENSG00000131016.15	6	151239967	151358559	59800000	q
509	AKAP13	ENSG00000170776.18	15	85380571	85749358	19000000	q
510	AKAP3	ENSG00000111254.6	12	4615508	4649051	35500000	p
511	AKAP5	ENSG00000179841.8	14	64465499	64474503	17200000	q
512	AKAP6	ENSG00000151320.9	14	32329298	32837684	17200000	q
513	AKAP7	ENSG00000118507.14	6	131135467	131283535	59800000	q
514	AKAP8	ENSG00000105127.7	19	15353385	15379815	26200000	p
515	AKAP8L	ENSG00000011243.16	19	15380050	15419141	26200000	p
516	AKAP9	ENSG00000127914.15	7	91940840	92110673	60100000	q
517	AKIP1	ENSG00000166452.10	11	8911139	8920084	53400000	p
518	AKIRIN1	ENSG00000174574.14	1	38991276	39006059	123400000	p
519	AKIRIN2	ENSG00000135334.8	6	87674860	87702233	59800000	q
520	AKNA	ENSG00000106948.15	9	114334156	114394405	43000000	q
521	AKNAD1	ENSG00000162641.17	1	108815898	108963484	123400000	p
522	AKR1A1	ENSG00000117448.12	1	45550543	45570049	123400000	p
523	AKR1B1	ENSG00000085662.12	7	134442356	134459284	60100000	q
524	AKR1B10	ENSG00000198074.8	7	134527567	134541412	60100000	q
525	AKR1B15	ENSG00000227471.7	7	134549110	134579875	60100000	q
526	AKR1C1	ENSG00000187134.11	10	4963253	4983283	39800000	p
527	AKR1C2	ENSG00000151632.15	10	4987400	5018031	39800000	p
528	AKR1C3	ENSG00000196139.10	10	5035354	5107686	39800000	p
529	AKR1C4	ENSG00000198610.9	10	5195462	5218949	39800000	p
530	AKR1D1	ENSG00000122787.13	7	138002324	138118305	60100000	q
531	AKR1E2	ENSG00000165568.16	10	4786629	4848062	39800000	p
532	AKR7A2	ENSG00000053371.11	1	19303965	19312144	123400000	p
533	AKR7A3	ENSG00000162482.4	1	19282573	19288770	123400000	p
534	AKT1	ENSG00000142208.14	14	104769349	104795751	17200000	q
535	AKT1S1	ENSG00000204673.9	19	49869033	49878459	26200000	q
536	AKT2	ENSG00000105221.15	19	40230317	40285536	26200000	q
537	AKT3	ENSG00000117020.15	1	243488233	243851079	123400000	q
538	AKTIP	ENSG00000166971.15	16	53491040	53504411	36800000	q
539	AL021546.6	ENSG00000111780.8	12	120438198	120460006	35500000	q
540	AL023806.1	ENSG00000280184.1	6	145789270	145791973	59800000	q
541	AL109659.1	ENSG00000279214.1	1	48262230	48263179	123400000	p
542	AL158801.1	ENSG00000279392.1	14	55229217	55229681	17200000	q
543	AL356289.1	ENSG00000279096.1	1	48102068	48104736	123400000	p
544	AL357140.1	ENSG00000280113.1	1	9826289	9828271	123400000	p
545	AL358852.1	ENSG00000278899.1	6	149717621	149718888	59800000	q
546	ALAD	ENSG00000148218.14	9	113386312	113401290	43000000	q
547	ALAS1	ENSG00000023330.13	3	52198086	52214327	90900000	p
548	ALB	ENSG00000163631.15	4	73397114	73421482	50000000	q
549	ALCAM	ENSG00000170017.11	3	105366909	105576900	90900000	q
550	ALDH16A1	ENSG00000161618.8	19	49453225	49471050	26200000	q
551	ALDH18A1	ENSG00000059573.7	10	95605941	95656711	39800000	q
552	ALDH1A1	ENSG00000165092.11	9	72900671	73080442	43000000	q
553	ALDH1A2	ENSG00000128918.13	15	57953424	58497866	19000000	q
554	ALDH1A3	ENSG00000184254.15	15	100877714	100916626	19000000	q
555	ALDH1B1	ENSG00000137124.6	9	38392702	38398661	43000000	p
556	ALDH1L1	ENSG00000144908.12	3	126103562	126197994	90900000	q
557	ALDH1L2	ENSG00000136010.12	12	105019784	105107643	35500000	q
558	ALDH2	ENSG00000111275.11	12	111766887	111817532	35500000	q
559	ALDH3A1	ENSG00000108602.16	17	19737984	19748943	25100000	p
560	ALDH3A2	ENSG00000072210.17	17	19648136	19685760	25100000	p
561	ALDH3B1	ENSG00000006534.14	11	68008578	68029282	53400000	q
562	ALDH3B2	ENSG00000132746.13	11	67662160	67681224	53400000	q
563	ALDH4A1	ENSG00000159423.15	1	18871430	18902724	123400000	p
564	ALDH5A1	ENSG00000112294.11	6	24494867	24537207	59800000	p
565	ALDH6A1	ENSG00000119711.11	14	74056847	74084492	17200000	q
566	ALDH7A1	ENSG00000164904.14	5	126531200	126595362	48800000	q
567	ALDH8A1	ENSG00000118514.12	6	134917393	134950115	59800000	q
568	ALDH9A1	ENSG00000143149.11	1	165662216	165698863	123400000	q
569	ALDOA	ENSG00000149925.15	16	30064164	30070457	36800000	p
570	ALDOB	ENSG00000136872.16	9	101420560	101449664	43000000	q
571	ALDOC	ENSG00000109107.12	17	28573115	28576948	25100000	q
572	ALG1	ENSG00000033011.10	16	5033702	5087379	36800000	p
573	ALG10	ENSG00000139133.5	12	34022468	34029694	35500000	p
574	ALG10B	ENSG00000175548.7	12	38316762	38329721	35500000	q
575	ALG11	ENSG00000253710.2	13	52012391	52079232	17700000	q
576	ALG12	ENSG00000182858.12	22	49900229	49918438	15000000	q
577	ALG14	ENSG00000172339.9	1	94974405	95072951	123400000	p
578	ALG1L	ENSG00000189366.8	3	125928840	125990565	90900000	q
579	ALG1L2	ENSG00000251287.7	3	130081831	130113227	90900000	q
580	ALG2	ENSG00000119523.9	9	99216425	99221942	43000000	q
581	ALG3	ENSG00000214160.8	3	184242301	184249548	90900000	q
582	ALG5	ENSG00000120697.7	13	36949738	37000763	17700000	q
583	ALG6	ENSG00000088035.14	1	63367575	63438553	123400000	p
584	ALG8	ENSG00000159063.11	11	78095244	78139660	53400000	q
585	ALG9	ENSG00000086848.13	11	111782195	111871581	53400000	q
586	ALK	ENSG00000171094.14	2	29192774	29921586	93900000	p
587	ALKBH1	ENSG00000100601.8	14	77672404	77708023	17200000	q
588	ALKBH2	ENSG00000189046.9	12	109088188	109093631	35500000	q
589	ALKBH3	ENSG00000166199.11	11	43880811	43920274	53400000	p
590	ALKBH4	ENSG00000160993.3	7	102456238	102464863	60100000	q
591	ALKBH5	ENSG00000091542.8	17	18183078	18209954	25100000	p
592	ALKBH6	ENSG00000239382.9	19	36009120	36014239	26200000	q
593	ALKBH7	ENSG00000125652.6	19	6372794	6375250	26200000	p
594	ALKBH8	ENSG00000137760.13	11	107502727	107565742	53400000	q
595	ALLC	ENSG00000151360.8	2	3658200	3702671	93900000	p
596	ALMS1	ENSG00000116127.16	2	73385758	73625166	93900000	p
597	ALOX12	ENSG00000108839.10	17	6996049	7010754	25100000	p
598	ALOX12B	ENSG00000179477.8	17	8072636	8087716	25100000	p
599	ALOX15	ENSG00000161905.11	17	4630919	4642294	25100000	p
600	ALOX15B	ENSG00000179593.14	17	8039034	8049134	25100000	p
601	ALOX5	ENSG00000012779.9	10	45374176	45446119	39800000	q
602	ALOX5AP	ENSG00000132965.8	13	30713478	30764426	17700000	q
603	ALOXE3	ENSG00000179148.8	17	8095900	8119047	25100000	p
604	ALPI	ENSG00000163295.4	2	232456125	232460753	93900000	q
605	ALPK1	ENSG00000073331.16	4	112285509	112442621	50000000	q
606	ALPK2	ENSG00000198796.6	18	58481247	58629091	18500000	q
607	ALPK3	ENSG00000136383.6	15	84817356	84873479	19000000	q
608	ALPL	ENSG00000162551.12	1	21509397	21578410	123400000	p
609	ALPP	ENSG00000163283.6	2	232378724	232382889	93900000	q
610	ALPPL2	ENSG00000163286.6	2	232406844	232410714	93900000	q
611	ALS2	ENSG00000003393.13	2	201700267	201782112	93900000	q
612	ALS2CL	ENSG00000178038.15	3	46668995	46693704	90900000	p
613	ALS2CR11	ENSG00000155754.13	2	201487421	201619178	93900000	q
614	ALS2CR12	ENSG00000155749.11	2	201288271	201357398	93900000	q
615	ALX1	ENSG00000180318.3	12	85280220	85301784	35500000	q
616	ALX3	ENSG00000156150.6	1	110059870	110070672	123400000	p
617	ALX4	ENSG00000052850.5	11	44260440	44310139	53400000	p
618	ALYREF	ENSG00000183684.7	17	81887835	81891586	25100000	q
619	AMACR	ENSG00000242110.6	5	33986165	34008104	48800000	p
620	AMBN	ENSG00000178522.13	4	70592256	70607288	50000000	q
621	AMBP	ENSG00000106927.10	9	114060127	114078328	43000000	q
622	AMBRA1	ENSG00000110497.13	11	46396414	46594125	53400000	p
623	AMD1	ENSG00000123505.13	6	110874770	110898879	59800000	q
624	AMDHD1	ENSG00000139344.6	12	95943331	95968720	35500000	q
625	AMDHD2	ENSG00000162066.13	16	2520357	2531422	36800000	p
626	AMER2	ENSG00000165566.12	13	25161679	25172288	17700000	q
627	AMER3	ENSG00000178171.9	2	130755540	130768134	93900000	q
628	AMFR	ENSG00000159461.13	16	56361452	56425545	36800000	q
629	AMH	ENSG00000104899.5	19	2249309	2252073	26200000	p
630	AMHR2	ENSG00000135409.9	12	53423855	53431672	35500000	q
631	AMICA1	ENSG00000160593.16	11	118193725	118225094	53400000	q
632	AMIGO1	ENSG00000181754.6	1	109504178	109509738	123400000	p
633	AMIGO2	ENSG00000139211.6	12	47075707	47079959	35500000	q
634	AMIGO3	ENSG00000176020.8	3	49716829	49719684	90900000	p
635	AMMECR1L	ENSG00000144233.8	2	127861630	127885967	93900000	q
636	AMN	ENSG00000166126.9	14	102922663	102933596	17200000	q
637	AMN1	ENSG00000151743.9	12	31671142	31729121	35500000	p
638	AMOTL1	ENSG00000166025.16	11	94706431	94876748	53400000	q
639	AMOTL2	ENSG00000114019.13	3	134355347	134375479	90900000	q
640	AMPD1	ENSG00000116748.18	1	114673090	114695618	123400000	p
641	AMPD2	ENSG00000116337.14	1	109616104	109632051	123400000	p
642	AMPD3	ENSG00000133805.14	11	10308313	10507579	53400000	p
643	AMPH	ENSG00000078053.15	7	38383704	38631420	60100000	p
644	AMT	ENSG00000145020.13	3	49416778	49422685	90900000	p
645	AMTN	ENSG00000187689.8	4	70518569	70532743	50000000	q
646	AMY1A	ENSG00000237763.8	1	103655760	103664554	123400000	p
647	AMY1B	ENSG00000174876.15	1	103687415	103696454	123400000	p
648	AMY1C	ENSG00000187733.6	1	103745323	103758726	123400000	p
649	AMY2A	ENSG00000243480.6	1	103617427	103625780	123400000	p
650	AMY2B	ENSG00000240038.5	1	103553815	103579534	123400000	p
651	AMZ1	ENSG00000174945.12	7	2679522	2775500	60100000	p
652	AMZ2	ENSG00000196704.10	17	68205481	68257712	25100000	q
653	ANAPC1	ENSG00000153107.10	2	111611639	111884690	93900000	q
654	ANAPC10	ENSG00000164162.11	4	144831908	145098541	50000000	q
655	ANAPC11	ENSG00000141552.16	17	81890790	81900991	25100000	q
656	ANAPC13	ENSG00000129055.11	3	134477706	134486716	90900000	q
657	ANAPC15	ENSG00000110200.7	11	72106378	72112780	53400000	q
658	ANAPC16	ENSG00000166295.7	10	72216000	72235860	39800000	q
659	ANAPC2	ENSG00000176248.8	9	137174784	137188560	43000000	q
660	ANAPC4	ENSG00000053900.9	4	25377263	25418498	50000000	p
661	ANAPC5	ENSG00000089053.11	12	121308245	121399896	35500000	q
662	ANAPC7	ENSG00000196510.11	12	110372900	110403730	35500000	q
663	ANG	ENSG00000214274.8	14	20684177	20698971	17200000	q
664	ANGEL1	ENSG00000013523.8	14	76786009	76826246	17200000	q
665	ANGEL2	ENSG00000174606.11	1	212992182	213015867	123400000	q
666	ANGPT1	ENSG00000154188.8	8	107249482	107498055	45200000	q
667	ANGPT2	ENSG00000091879.12	8	6499632	6563409	45200000	p
668	ANGPT4	ENSG00000101280.7	20	869900	916334	28100000	p
669	ANGPTL1	ENSG00000116194.11	1	178849535	178871077	123400000	q
670	ANGPTL2	ENSG00000136859.8	9	127087348	127122635	43000000	q
671	ANGPTL3	ENSG00000132855.4	1	62597520	62606313	123400000	p
672	ANGPTL4	ENSG00000167772.10	19	8363289	8374370	26200000	p
673	ANGPTL5	ENSG00000187151.6	11	101890674	101916522	53400000	q
674	ANGPTL6	ENSG00000130812.9	19	10092338	10102678	26200000	p
675	ANGPTL7	ENSG00000171819.4	1	11189355	11195981	123400000	p
676	ANHX	ENSG00000227059.5	12	133218312	133235877	35500000	q
677	ANK1	ENSG00000029534.18	8	41653220	41896762	45200000	p
678	ANK2	ENSG00000145362.15	4	112818032	113384221	50000000	q
679	ANK3	ENSG00000151150.19	10	60026298	60733490	39800000	q
680	ANKAR	ENSG00000151687.13	2	189674290	189761193	93900000	q
681	ANKDD1A	ENSG00000166839.15	15	64911902	64958691	19000000	q
682	ANKDD1B	ENSG00000189045.12	5	75611182	75681773	48800000	q
683	ANKEF1	ENSG00000132623.14	20	9986126	10058303	28100000	p
684	ANKFN1	ENSG00000153930.9	17	55882301	56517016	25100000	q
685	ANKFY1	ENSG00000185722.15	17	4163821	4263995	25100000	p
686	ANKH	ENSG00000154122.11	5	14704800	14871778	48800000	p
687	ANKHD1	ENSG00000131503.19	5	140401814	140539856	48800000	q
688	ANKHD1-EIF4EBP3	ENSG00000254996.4	5	140401908	140549569	48800000	q
689	ANKIB1	ENSG00000001629.8	7	92245974	92401383	60100000	q
690	ANKK1	ENSG00000170209.4	11	113387779	113400416	53400000	q
691	ANKLE1	ENSG00000160117.13	19	17281645	17287646	26200000	p
692	ANKLE2	ENSG00000176915.13	12	132725503	132761832	35500000	q
693	ANKMY1	ENSG00000144504.14	2	240479422	240569209	93900000	q
694	ANKMY2	ENSG00000106524.7	7	16599779	16645817	60100000	p
695	ANKRA2	ENSG00000164331.8	5	73552190	73565667	48800000	q
696	ANKRD1	ENSG00000148677.6	10	90912096	90921087	39800000	q
697	ANKRD10	ENSG00000088448.13	13	110878540	110915069	17700000	q
698	ANKRD11	ENSG00000167522.13	16	89267630	89490561	36800000	q
699	ANKRD12	ENSG00000101745.14	18	9136228	9285985	18500000	p
700	ANKRD13A	ENSG00000076513.15	12	109999186	110039763	35500000	q
701	ANKRD13B	ENSG00000198720.11	17	29589769	29614761	25100000	q
702	ANKRD13C	ENSG00000118454.11	1	70258999	70354734	123400000	p
703	ANKRD13D	ENSG00000172932.13	11	67289300	67302485	53400000	q
704	ANKRD16	ENSG00000134461.14	10	5861616	5889906	39800000	p
705	ANKRD17	ENSG00000132466.16	4	73073376	73258798	50000000	q
706	ANKRD18A	ENSG00000180071.17	9	38571358	38620596	43000000	p
707	ANKRD18B	ENSG00000230453.8	9	33524394	33573009	43000000	p
708	ANKRD2	ENSG00000165887.10	10	97572499	97583884	39800000	q
709	ANKRD20A1	ENSG00000260691.4	9	67832765	67920552	43000000	q
710	ANKRD20A2	ENSG00000183148.6	9	40223285	40266845	43000000	p
711	ANKRD20A3	ENSG00000276203.3	9	66106815	66179474	43000000	q
712	ANKRD20A4	ENSG00000172014.12	9	64369394	64413142	43000000	q
713	ANKRD22	ENSG00000152766.5	10	88819896	88851844	39800000	q
714	ANKRD23	ENSG00000163126.13	2	96824526	96857934	93900000	q
715	ANKRD24	ENSG00000089847.11	19	4183354	4224814	26200000	p
716	ANKRD26	ENSG00000107890.15	10	26973793	27100494	39800000	p
717	ANKRD27	ENSG00000105186.13	19	32597006	32676597	26200000	q
718	ANKRD28	ENSG00000206560.9	3	15667236	15859771	90900000	p
719	ANKRD29	ENSG00000154065.15	18	23598926	23662911	18500000	q
720	ANKRD30A	ENSG00000148513.16	10	37125598	37232567	39800000	p
721	ANKRD30B	ENSG00000180777.12	18	14728272	14854038	18500000	p
722	ANKRD30BL	ENSG00000163046.14	2	132147591	132257969	93900000	q
723	ANKRD31	ENSG00000145700.8	5	75068275	75236911	48800000	q
724	ANKRD32	ENSG00000133302.11	5	94618669	94739436	48800000	q
725	ANKRD33	ENSG00000167612.11	12	51888009	51891727	35500000	q
726	ANKRD33B	ENSG00000164236.10	5	10564070	10657816	48800000	p
727	ANKRD34A	ENSG00000272031.2	1	145959441	145964575	123400000	q
728	ANKRD34B	ENSG00000189127.6	5	80556755	80570280	48800000	q
729	ANKRD34C	ENSG00000235711.4	15	79282722	79298239	19000000	q
730	ANKRD35	ENSG00000198483.11	1	145866560	145885866	123400000	q
731	ANKRD36	ENSG00000135976.15	2	97113153	97264521	93900000	q
732	ANKRD36B	ENSG00000196912.11	2	97492663	97589965	93900000	q
733	ANKRD36C	ENSG00000174501.13	2	95836919	95991831	93900000	q
